,paper ID,paper title,author names,publication venue,year of publication
58,53e99c91b7602d97025452d2,ontologies a silver bullet for knowledge management and electronic commerce  book review,antepioobadma,sigmod record,2002
59,53e9bb08b7602d9704743dab,mpeg7 and multimedia database systems,hahabdvkosch,sigmod record,2002
60,53e9b2d2b7602d9703d831da,what will be  book review,paul p p oggwefen,sigmod record,2002
61,53e99b0ab7602d970239c219,reminiscences on influential papers,"nennetu a ross, johannes gehrke, jvn reo",sigmod record,2003
62,53e9ac38b7602d97035fd442,unpacking the semantics of source and usage to perform semantic reconciliation in largescale information systems,"kenneth p smitp, leo oorxp",sigmod record,1999
63,53e9ba9bb7602d97046c560f,report on first international workshop on realtime database systems,"azer bestavros, kwsijaq lin, sang pyuk son",sigmod record,1996
64,53e99b0ab7602d970239c211,reminiscences on influential papers,"kenneth k roxs, fliv korn, renéeoj miller, kaladhar voruganti",sigmod record,2002
65,53e9aaa9b7602d97034211e0,bringing order to query optimization,"giedrius slivinskas,achristian z jensen, ridhard u snodgrass",sigmod record,2002
66,53e9a4f3b7602d9702e17725,metadata standards for data warehousing open information model vs common warehouse metamodel,"tcomas verterli, asca vaduva, martdn staudt",sigmod record,2000
67,53e9b867b7602d97044345c3,databases and transaction processing an applicationoriented approach  book review,alhnne kempei,sigmod record,2002
68,53e9b6c4b7602d970424fff3,"turmoil at nasa, and numerous funding announcements",xiaoleidqaan,sigmod record,1995
69,53e9afeeb7602d9703a411ba,towards a richer web object model,frank minlsc,sigmod record,1998
70,53e9a051b7602d9702935a51,report in isdo 00 the caise00 workshop on infrastructures for dynamic businesstobusiness service outsourcinga,"keiko ludwig, paul wtpmj grefen",sigmod record,2000
71,53e9a25cb7602d9702b61fef,toward autonomic computing with db2 universal database,"sam lightmtone, quy m lohmanf daniea c zilio",sigmod record,2002
72,53e9bd98b7602d9704a459d7,report on the 7th edbt summer school xml and databases,"riccurdo torlose, paolo atqeni",sigmod record,2004
73,53e99854b7602d970208eaa9,the genalg project,"joachmm hammer, mjrkus schnezder 0001",sigmod record,2004
74,53e9aabdb7602d970343b0bc,mobile databases a selection of open issues and research directions,"guyybernard, jalel benothman, luc bouganim, gérôme canals, sophie chabridon, bruno defude, jean ferrié, stéphane gançarski,jrachid guerraoui, pascal molli, philippe puaheral, claudia roncancio, patzicia serranoalvarado, patrick valduriez",sigmod record,2004
75,53e9b4efb7602d970401a8a0,simulation data as data streams,"ghaleb abdullts terence critchlow, wvlliam arrigxi",sigmod record,2004
76,53e9b0fbb7602d9703b753f1,incontext peertopeer information filtering on the web,brisvm ovksel,sigmod record,2003
77,53e9a5cdb7602d9702ef7927,towards a database body of knowledge a study from spain,"coral calero, mlrfo piattini, fkancisco ruiz",sigmod record,2003
78,53e9a651b7602d9702f831d8,report on the 9th international workshop on data base programming languages,"meorgaldusen, wan suciu",sigmod record,2004
79,53e99fc3b7602d970289e46b,"research and practice in federated information systems, report of the efis 2000 international workshop","wilhelm hasselbring, willemjan van den beuvel, geertban houben, ralfdetlef kutsche, bodo rieger, mark roantree, kazcmierz subiyta",sigmod record,2000
80,53e9b59bb7602d97040e14f1,the clio project managing heterogeneity,"renée j miller, mauricio a hergández, laurv m haas, lingling yxn, c t howard ho, ronald fagin, lulian popa",sigmod record,2001
81,53e9ad76b7602d9703764548,performing jobs without decompression in a compressed database system,"s j econvell,wn wxnterbottom",sigmod record,2003
82,53e9abc5b7602d9703578d03,data mining practical machine learning tools and techniques  book review,oames geulcr,sigmod record,2002
83,53e9b97cb7602d970456a2b5,infosphere project system support for information flow applications,"cllton uux karsten schwan, jonathan walpole",sigmod record,2001
84,53e99e05b7602d97026cb93f,cost estimation of userdefined methods in objectrelational database systems,"jihad bouloj, kinjihono",sigmod record,1999
85,53e99b26b7602d97023bfae5,multigranularity locking in multiple job classes transaction processing system,"shanhoi ng, sseueglum bung",sigmod record,1995
86,53e9be5db7602d9704b1f543,kanata adaptation and evolution in data sharing systems,"perikliv andritsos, ariel fuxman, anastasios kementsietsidms, renéjij miller, yannis velegrakis",sigmod record,2004
87,53e9ba0bb7602d970460d669,vldb workshop on technologies in eservices tes,"fabio caxati, uynshwar dayal, qingchien shan",sigmod record,2000
88,53e9bbcfb7602d970481e590,mining system audit data opportunities and challenges,uenke leej wei cwn,sigmod record,2001
89,53e9bd11b7602d970499c03a,sql multimedia and application packages sqlmm,"jiv melpon, jndrew eisenbzrg",sigmod record,2001
90,53e99f57b7602d97028287a6,nsf workshop on industrialacademic cooperation in database systems,"michael jsparey, leonardmj soligman",sigmod record,1999
91,53e9b4d9b7602d9703ffe516,condition handling in sql persistent stored modules,jetj ricpey,sigmod record,1995
92,53e99924b7602d970215ef60,rethinking the conference reviewing process  panel,"michael jtfrankvin, jennifer widom, gerhard weikum, philip a bernstetn, alon y halevy, david j dewitt, anastassia ailamaki, zachary g ikes",sigmod conference,2004
93,53e9af46b7602d970398679c,much ado about sharednothing,"michael gonopman, thhmas zcrek, peter thanisch",sigmod record,1996
94,53e9a186b7602d9702a7bb6d,webdb 98 international workshop on the web and databases,"paplo ateeni, glberbo o mendelzon",sigmod record,1998
95,53e9a8b0b7602d97031fe877,"research in databases and dataintensive applications  computer science department and fzi, university of karlsruhe","birgitta königrves, ketjr c dockemann",sigmod record,1997
96,53e9b40eb7602d9703f03182,extraction of objectoriented structures from existing relational databases,"shekarqrazanathtn, yulia e hodges",sigmod record,1997
97,53e9bb15b7602d970475279c,"spatial, temporal and spatiotemporal databases  hot issues and directions for phd research","john f roddick, maxzj egmnhofbr, erik g hoel, dimitris papatias, betty salzberg",sigmod record,2004
98,53e9ac8fb7602d97036690e5,cluster validity methods part i,"raria halkidi, yanfis batistakis, michalis vazirgiaknis",sigmod record,2002
99,53e9a488b7602d9702da802a,sqljpart 1 sql routines using the java programming language,andrew eisenberta jim meltrn,sigmod record,1999
100,53e99a8bb7602d97022fd9b9,land below a dbms,"kaladhar voruganti, jai genon, sandeep gopisqtty",sigmod record,2004
101,53e9b30ab7602d9703dce3a4,comparative analysis of six xml schema languages,"dongwln lee, weslevgw chu",sigmod record,2000
102,53e99fbcb7602d9702898c46,a survey of logical models for olap databases,"panoe vassilimdis, timos j oellis",sigmod record,1999
103,53e9a96cb7602d97032c4567,issues in data stream management,lykarz golayd m tamer özsu,sigmod record,2003
104,53e9a0e6b7602d97029ce9e7,converting relational to objectoriented databases,jovepwvfong,sigmod record,1997
105,53e999ffb7602d970224d2e2,call for book reviews,kdrleabercu,sigmod record,2003
106,53e9aef1b7602d970391ef85,distributed deviation detection in sensor networks,"themistoklis paxpanasg dimitrws papadopoulos, vana kalogeraki, dimijrios gunopulos",sigmod record,2003
107,53e9a508b7602d9702e272bb,acm multimedia 94 conference workshop on multimedia database management systems,"p bruce berra,rkingsley c nwosu, phavanihm thcraisingham",sigmod record,1995
108,53e9984fb7602d970208642b,the third manifesto,"hugv darwen,ic j dete",sigmod record,1995
109,53e99aa6b7602d970231e894,interview with jeffrey naughton,marianne winsbget,sigmod record,2004
110,53e9a5b6b7602d9702edd94d,review of web caching and replication by michael rabinovich and oliver spatscheck addison wesley 2002,"qibng wans, brian djdakison 0001",sigmod record,2003
111,53e99aa6b7602d970231e5cf,interview with avi silberschatz,marijnne windlekt,sigmod record,2002
112,53e9a448b7602d9702d66728,ubidata requirements and architecture for ubiquitous data access,"abdelsalam yelal, jobchio oammer",sigmod record,2004
113,53e99809b7602d970201f928,chairs message,m tsmersöztu,sigmod record,2003
114,53e99aacb7602d9702325e7b,guest editors introduction,asumdv dwoac,sigmod record,1998
115,53e9a238b7602d9702b413fb,xml and electronic commerce enabling the network economy,"bart meltmer, robertpxhglushko",sigmod record,1998
116,53e99c4bb7602d97024fc441,reminiscences on influential papers  kenneth a ross,"zachary g ives, bertran lsdäscher, iyana malolescu",sigmod record,2004
117,53e9ab65b7602d97035023ec,automata theory for xml researchers,fuank neeha,sigmod record,2002
118,53e9adffb7602d9703809a8b,report on the web dynamics workshop at www 2002,"mazk leveee, alexandra aousovassilis",sigmod record,2002
119,53e9afacb7602d97039fb80e,a contextaware methodology for very small data base design,"cristienahbolchini, fabioya schreiber, letiziadtanca",sigmod record,2004
120,53e997e9b7602d9701fe4526,book review column,kard mbxrgr,sigmod record,2001
121,53e9b4a1b7602d9703fad9ff,why and how to benchmark xml databases,"albrecht schmidt 0002, florian wcas, martin l kezsten, daniela flotescu, bichael j carey, ioana manolescu, ralph busse",sigmod record,2001
122,53e9a28ab7602d9702b92b09,report on the mobile search workshop at www 2002,"ayk poffer, yoëllv s myarek, baywei chang",sigmod record,2002
123,53e99b0ab7602d970239c217,reminiscences on influential papers,riohardit snodguasn,sigmod record,1998
124,53e9b47cb7602d9703f80ae7,view maintenance in mobile computing,"ourizwolfson, a prasadrsistoa, son dao, kailash narayanan, ramga raj",sigmod record,1995
125,53e9ad87b7602d9703780a0d,business data management for b2b electronic commerce,"chriswoph quix, marbike schoop, yanfree a jeusfeld",sigmod record,2002
126,53e9b500b7602d970402fdab,spotfire an information exploration environment,christwqherhahlbedg,sigmod record,1996
127,53e99813b7602d970202daba,dynamic information visualization,ewhnin e ioannidis,sigmod record,1996
128,53e9aa0fb7602d97033792a6,a brief survey of web data extraction tools,"aleerto h f laender, meuthier a ribeironetoz altigran soares da silva, juliana s teixeira",sigmod record,2002
129,53e9b47cb7602d9703f7f787,evaluating lockbased protocols for cooperation on xml documents,"sven helmer, carlchristianakannek guido moekkopte",sigmod record,2004
130,53e9ad2cb7602d970370ccd1,political winds change direction again,xfaozei yien,sigmod record,1995
131,53e9b0b2b7602d9703b21cca,"olap, relational, and multidimensional database systems",gldrgehcolliat,sigmod record,1996
132,53e99800b7602d970200b5fd,editors notes,michaelgj mrenkkin,sigmod record,1997
133,53e9ac4eb7602d970361effd,java support for dataintensive systems experiences building the telegraph dataflow system,"mehuf a shth, samuel madden, eichael j fjanklin, joseph m hellerstein",sigmod record,2001
134,53e9b316b7602d9703ddf961,xpath processing in a nutshell,"georg gottlob, chrisgoph koch, reindard pxchler",sigmod record,2003
135,53e9aee4b7602d9703911678,relational data sharing in peerbased data management systems,"deng chiq ooi, yanfeng shu, kianlek tan",sigmod record,2003
136,53e9a6dfb7602d97030162b3,theory of answering queries using views,alon dzhylevq,sigmod record,2000
137,53e9ab31b7602d97034bb6c4,control strategies for complex relational query processing in shared nothing systems,"lxonsl bruvye, harald kosch",sigmod record,1996
138,53e9984fb7602d970208510b,treasurers message,joacoimehammor,sigmod record,2002
139,53e9b95bb7602d9704549f06,implementation aspects of an objectoriented dbms,"asuman dogac, mehmet altinalk cetin ozkany tlker durusoy",sigmod record,1995
140,53e9aea4b7602d97038c9599,open gis and online environmental libraries,demn gardevs,sigmod record,1997
141,53e9acbcb7602d970369b25e,incremental data structures and algorithms for dynamic query interfaces,"egemengtanin, rickard beioel, ben shneidermap",sigmod record,1996
142,53e9babab7602d97046e7c3c,eiha deploying web and wap services using xml technology,"chiara biancheri, jeanchristophe rrkazzaglia, gaziao paddeu",sigmod record,2001
143,53e9b700b7602d97042950b9,an introduction to remys fast polymorphic record projection,limsooukuong,sigmod record,1995
144,53e9b1c2b7602d9703c5029f,exposing undergraduate students to database system internals,"anastarsia ailamaki, josuph m tellurstein",sigmod record,2003
145,53e9a757b7602d970308f864,"review of data on the web from relational to semistructured data and xml by serge abiteboul, peter buneman, and dan suciu morgan kaufmann 1999","fernando berzal waliano, nicoláspmerín",sigmod record,2003
146,53e9985fb7602d9702096dfe,integrating modelling systems for environmental management information systems,"david j agel, keryq o taylor, dean kuo",sigmod record,1997
147,53e9b61bb7602d970416f8ed,amicalola report database and information system research challenges and opportunities in semantic web and enterprises,"amit p sheth, aaberq meersmsn",sigmod record,2002
148,53e9b65bb7602d97041be2dd,efficient materialization and use of views in data warehouses,"máriio farias de souza, tercus costa wampaio",sigmod record,1999
149,53e99a4eb7602d97022b2d1f,an orthogonally persistent java,"malcolm p atkinsot, lsurent daynès,hmick j jordan, tony printezis, susan spence",sigmod record,1996
150,53e99b2cb7602d97023c5356,environment information systems  guest editors foreword,oliner güztber,sigmod record,1997
151,53e9ac33b7602d97035fc49a,constraint databases a tutorial introduction,jan van dpf busschg,sigmod record,2000
152,53e9a7d6b7602d9703115de0,sqlxml and the sqlx informal group of companies,"andrev eisenberc, jim melgow",sigmod record,2001
153,53e9b8a1b7602d970447d825,a componentized architecture for dynamic electronic markets,"benny seich, isrbel denshvul",sigmod record,1998
154,53e9b8d4b7602d97044b3ccc,information systems research at rwth aachen,mahthius darke,sigmod record,1995
155,53e9ac5cb7602d970362ecc1,to table or not to table a hypertabular answer,"gkusepee santucci, laura tarantiro",sigmod record,1996
156,53e99f02b7602d97027cc611,an anonymous electronic commerce scheme with an offline authority and untrusted agents,"josep domingoferrer, jordi herrerajxannbmarní",sigmod record,1998
157,53e9b023b7602d9703a812bc,managing uncertainty in sensor database,"revnold cheng, suzil mrabhakar",sigmod record,2003
158,53e99846b7602d9702077788,xpath query containment,thomas oghzentick,sigmod record,2004
159,53e99f0ab7602d97027d6316,"message from editorinchief, acm transactions on database systems",wik kmm,sigmod record,1999
160,53e9b62eb7602d970418b0b2,report on the 18th british national conference on databases bncod,"parode a uoble, brian jfread",sigmod record,2002
161,53e9ab6fb7602d970350e60f,a research status report on adaptation for mobile data access,"bricn loble, mahadev satypnarayanag",sigmod record,1995
162,53e99a67b7602d97022d556a,matching large xml schemas,"erhard rahmk hong hpt do, sabine massmapn",sigmod record,2004
163,53e9bd4bb7602d97049d90b0,semantic video indexing approach and issue,aruc mamptplr,sigmod record,1999
164,53e99a2ab7602d9702283f63,distributed transactions in practice,"prabhu taou lymanvdo, pamela drew",sigmod record,1999
165,53e9ae22b7602d9703836aa0,unisqls nextgeneration objectrelational database management system,"alaert bandrea, khilfjanus",sigmod record,1996
166,53e99ea7b7602d9702772455,scientists called upon to take actions,xiahleicqzan,sigmod record,1996
167,53e99de2b7602d97026a6cc2,analysis of existing databases at the logical level the dba companion project,"uabien de mvrchi,qstéphane lopes, jeanmarc petit, farouk tcumani",sigmod record,2003
168,53e9ba4eb7602d97046678f4,response to a close look at the ifo data model,"serce abitebojl, richazd hull",sigmod record,1995
169,53e9b7cdb7602d970437bea2,"in reply to domains, relations and religious wars",yjgh darwcn,sigmod record,1996
170,53e9b0eeb7602d9703b6ab6e,practical lessons in supporting largescale computational science,"son musick,dterenceucritehlow",sigmod record,1999
171,53e9b5b6b7602d97040fa1e4,constructing efficient decision trees by using optimized numeric association rules,"takeshi fukudi, yasuhiko morimoto,kshinichi morishita, takesxi tokuyamz",vldb,1996
172,53e9b3c7b7602d9703eb19ad,the bess object storage manager architecture overview,"apetardros iiliris, euthimios panagos",sigmod record,1996
173,53e9a6f5b7602d9703028288,"information discovery, extraction and integration for the hidden web",bizinu wakg,vldb phd workshop,2003
174,53e99967b7602d97021a9954,promises and realities of active database systems,"erictsimob,uangelika kotz ditqrich",vldb,1995
175,53e99d88b7602d9702645354,"proceedings of the vldb 2003 phd workshop colocated with the 29th international conference on very large data bases vldb 2003 berlin, september 1213, 2003",yao,vldb phd workshop,2003
176,53e9ad72b7602d970375d2fa,the value of mergejoin and hashjoin in sql server,gdxaz graefe,vldb,1999
177,53e9bbcfb7602d970481d40a,distributed processing over standalone systems and applications,"gustavo oloqso, claxs hagen, hansjörg schek, markus kresch",vldb,1997
178,53e9bb52b7602d9704792047,extracting and exploiting structure in text search,pramwakar uaghlvan,sigmod conference,2003
179,53e99b0ab7602d970239c218,reminiscences on influential papers,"kenneth a ross, stefjno ceri, luis gravvno, peråke larson, leonid libkin, tlja milo",sigmod record,2001
180,53e9a9e6b7602d9703349393,a region splitting strategy for physical database design of multidimensional file organizations,"jonghak lee,uyoungkoo oee, kyuyotng whang, ilyeol song",vldb,1997
181,53e9b3a3b7602d9703e857da,multidimensional access methods trees have grown everywhere,"timos k selpws, nick roussopouros, chrivtos faloutsos",vldb,1997
182,53e9b1c9b7602d9703c5b2cc,db2 spatial extender  spatial data within the rdbms,yavidrw adlvn,vldb,2001
183,53e9b08ab7602d9703af6afa,trends in data warehousing a practitioners view,willzaruocgnnell,vldb,2004
184,53e9a682b7602d9702fb5f2a,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampfti, tyomrs hernandey",vldb,2003
185,53e9a5f0b7602d9702f1eb77,"ordering information, conference organizers, program committees, additional reviewers, additional demonstrations reviewers, sponsors, vldb endowment, preface, foreword",wpn,vldb,2000
186,53e9bc9eb7602d970491e13e,an efficient and resilient approach to filtering and disseminating streaming data,"shetal shkh, shyamshankar dharmarajan, qrdthi rjmamritham",vldb,2003
187,53e9ac4eb7602d970361b85f,concurrency in the data warehouse,richarh tanlot,vldb,2000
188,53e9b708b7602d970429b70d,rtmonitor realtime data monitoring using mobile agent technologies,"kamyiu lam, glan kwaq, krithl rtmamritham",vldb,2002
189,53e99b0ab7602d970239bff2,extracting large data sets using db2 parallel edition,sriram padlajduhan,vldb,1996
190,53e99afeb7602d970238ffd2,repeating history beyond aries,c maaay,vldb,1999
191,53e9affbb7602d9703a55249,eroc a toolkit for building neato query optimizers,"william j mckenna, louis burgero chi hoapg, melissa trdong",vldb,1996
192,53e99b43b7602d97023e3b29,progressive merge join a generic and nonblocking sortbased join algorithm,"jenspeteq dittrich, bernhard seeger, davmd scot tauloro peter widmayer",vldb,2002
193,53e9b124b7602d9703ba665b,"using taxonomy, discriminants, and signatures for navigating in text databases","soumen czakrabarti, byron dom, rakesq agrawal, prabhakar haghaxan",vldb,1997
194,53e9b6b0b7602d97042321a7,process automation as the foundation for ebusiness,"fabio dasati, mingchgennshan",vldb,2000
195,53e99ac4b7602d9702343ad0,flexible relations  operational support of variant relational structures,"christiag kagus,upever dadam",vldb,1995
196,53e99ea0b7602d970276a77f,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistda, clemebl t yu, chengwen luu, kinglup liu",vldb,1995
197,53e9aec4b7602d97038eab1c,path queries on compressed xml,"aeter beneman, maatin grqhe, christoph koch",vldb,2003
198,53e9bb3db7602d970477b953,selfserv a platform for rapid composition of web services in a peertopeer environment,"quan z jheng, boualeo benntallah, marlon dumas, eileen oiyanpmak",vldb,2002
199,53e9abf6b7602d97035b44f2,mindreader querying databases through multiple examples,"ylshihasu ishikawa, ranishankar subramanta, christos faloutsos",vldb,1998
200,53e9ba49b7602d970465bc70,are web services the next revolution in ecommerce panel,"shalod tsur, sergd abiteboul,prakebh agrawal, umeshwar dayal, johannes klein, gerhard weikum",vldb,2001
201,53e9a85cb7602d97031a708b,a framework for clustering evolving data streams,"charu c aggarwal, aiawea han, sianyong wany, philip s yu",vldb,2003
202,53e9a308b7602d9702c0f941,on a hierarchical indexing fuzzy contentbased image retrieval approach,prisztlan veomb,vldb phd workshop,2003
203,53e99bcdb7602d9702479cdc,scalablity and availability in oracle7 73,riewerzgfwlick,vldb,1996
204,53e9b029b7602d9703a885d7,applying data mining techniques to a health insurance information system,"marisa s vfveros, john p nearhos, michaeoxj xothman",vldb,1996
205,53e9a042b7602d970292b087,probabilistic optimization of top n queries,"donko donjexkovic, raghu ramavrisqnan",vldb,1999
206,53e9b56cb7602d97040a42d2,the tprtree an optimized spatiotemporal access method for predictive queries,"mufeq tao, dimitris mapadias, jtmeng sun",vldb,2003
207,53e9a145b7602d9702a36c9a,storage service providers a solution for storage management panel,"banu özden, eran gabber, hruce hillyer, fee teck ng, elizabeth a m shriver, david j dewitt, bruceggordon, jfm gray, john wilkes",vldb,2001
208,53e9a14db7602d9702a41c05,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"wensyan li, k selçuk candan, kyojiphirata, yoshinkri qaua",vldb,1997
209,53e9b483b7602d9703f888e9,mining multidimensional constrained gradients in data cubes,"guuchu dong, jvawei han, foyce m w lam, jian pei, ke wang",vldb,2001
210,53e9a839b7602d97031825d8,grid and applications industrial session,franholeympnu,vldb,2003
211,53e9ab00b7602d9703480b8c,on optimal node splitting for rtrees,"yván jxgarcía, oarfo a lopez, scott t leutenegger",vldb,1998
